datetime,BTC_transactions,BTC_av_trans_value_USD,BTC_tweets,BTC_google_trends,ETH_transactions,ETH_av_trans_value_USD,ETH_tweets,ETH_google_trends,DOGE_transactions,DOGE_av_trans_value_USD,DOGE_tweets,DOGE_google_trends
2021-07-01,233587.0,241264.0,110932.0,100.573,1211710.0,5270.0,23095.0,32.497,24635.0,90369.0,44033.0,10.516
2021-07-02,188478.0,305908.0,101685.0,95.593,1181574.0,4984.0,29924.0,29.386,21892.0,118035.0,37396.0,10.287
2021-07-03,237336.0,187228.0,92900.0,93.865,1122543.0,1920.0,29342.0,30.85,19309.0,183735.0,38298.0,8.03
2021-07-04,171735.0,325788.0,85810.0,93.621,1105343.0,2205.0,20533.0,36.183,19913.0,141591.0,30554.0,8.523
2021-07-05,223628.0,219568.0,88486.0,96.809,1147895.0,3135.0,21048.0,32.186,19698.0,175222.0,32759.0,7.372
2021-07-06,228137.0,199415.0,95429.0,93.197,1355421.0,3426.0,24745.0,32.762,20015.0,725142.0,34306.0,7.331
2021-07-07,221104.0,207074.0,111493.0,87.59,1290979.0,4046.0,29445.0,32.885,20216.0,781595.0,34789.0,6.974
2021-07-08,230580.0,463739.0,108695.0,95.419,1262627.0,5608.0,31441.0,32.829,20439.0,829658.0,37339.0,8.028
2021-07-09,227380.0,499498.0,98121.0,88.519,1223691.0,4211.0,23852.0,32.173,20037.0,684638.0,42636.0,8.439
2021-07-10,187102.0,333989.0,85014.0,78.841,1139120.0,2710.0,20983.0,26.125,19537.0,612560.0,40958.0,6.566
2021-07-11,166019.0,378164.0,70863.0,77.156,1101766.0,1466.0,19809.0,25.162,17903.0,535267.0,32808.0,5.966
2021-07-12,220143.0,256595.0,98470.0,88.491,1191465.0,4409.0,25346.0,27.428,18134.0,505032.0,30280.0,6.144
2021-07-13,229780.0,216536.0,141201.0,88.205,1183412.0,3626.0,25896.0,29.073,17758.0,656579.0,30968.0,6.374
2021-07-14,236047.0,206898.0,98812.0,92.291,1222896.0,4128.0,26610.0,33.116,18493.0,616078.0,33929.0,6.748
2021-07-15,226106.0,262533.0,92346.0,91.168,1259972.0,3131.0,22549.0,28.161,18984.0,476261.0,33224.0,7.169
2021-07-16,223316.0,259940.0,86926.0,91.803,1199018.0,4441.0,17381.0,30.013,19457.0,611416.0,28783.0,7.227
2021-07-17,181904.0,322240.0,73357.0,83.576,1164624.0,1912.0,19674.0,25.591,19691.0,420679.0,41310.0,7.347
2021-07-18,160978.0,231237.0,75089.0,81.711,1168843.0,1910.0,24221.0,26.435,17358.0,454430.0,32911.0,6.688
2021-07-19,226633.0,247413.0,83081.0,100.791,1195218.0,3420.0,19768.0,30.196,17961.0,423155.0,30140.0,7.502
2021-07-20,230387.0,235672.0,102358.0,124.496,1192750.0,3266.0,26513.0,35.199,19345.0,397021.0,45282.0,7.933
2021-07-21,235535.0,248098.0,150305.0,117.319,1195171.0,4325.0,32606.0,31.89,20993.0,349782.0,44299.0,8.048
2021-07-22,230129.0,252322.0,106901.0,104.271,1202844.0,3619.0,29734.0,34.12,18797.0,339097.0,48733.0,7.348
2021-07-23,230995.0,246200.0,87678.0,90.42,1203186.0,3169.0,30862.0,31.051,18040.0,413450.0,32315.0,6.088
2021-07-24,197937.0,256729.0,97003.0,91.042,1225509.0,2423.0,30240.0,32.447,18649.0,381458.0,45849.0,5.319
2021-07-25,174382.0,288217.0,83272.0,93.078,1128848.0,1779.0,24998.0,31.12,17310.0,329045.0,37979.0,6.285
2021-07-26,261800.0,336028.0,184548.0,169.303,1260619.0,5580.0,24806.0,47.87,23298.0,405148.0,43781.0,9.444
2021-07-27,255051.0,1092226.0,128220.0,125.001,1318124.0,3916.0,38559.0,36.256,18414.0,376195.0,30227.0,6.244
2021-07-28,251066.0,645911.0,133752.0,119.1,1300283.0,3373.0,26647.0,34.764,19464.0,381746.0,29118.0,5.782
2021-07-29,262452.0,396529.0,106512.0,105.66,1259128.0,4063.0,25963.0,31.31,18234.0,410401.0,29629.0,5.22
2021-07-30,255251.0,280874.0,93955.0,100.997,1242337.0,4121.0,32211.0,33.586,20832.0,257168.0,24943.0,4.953
2021-07-31,207190.0,410605.0,88543.0,105.527,1212322.0,4170.0,31256.0,36.299,19405.0,246440.0,32215.0,5.047
2021-08-01,185003.0,737733.0,103030.0,100.899,1190618.0,3593.0,31066.0,44.56,19167.0,242576.0,32726.0,4.939
2021-08-02,239134.0,447971.0,118549.0,98.758,1269470.0,3636.0,44042.0,40.472,18578.0,226114.0,30430.0,4.932
2021-08-03,246029.0,388909.0,103494.0,93.233,1219663.0,4611.0,28971.0,38.958,18020.0,278934.0,30138.0,4.448
2021-08-04,239460.0,383513.0,97689.0,91.483,1223841.0,5171.0,35914.0,47.666,18546.0,235422.0,26421.0,4.555
2021-08-05,246015.0,294166.0,95549.0,92.621,1159663.0,5558.0,59950.0,62.518,18536.0,138973.0,24870.0,4.682
2021-08-06,260651.0,317649.0,104769.0,100.373,1212021.0,5506.0,38799.0,55.09,19730.0,96010.0,29320.0,4.727
2021-08-07,212062.0,387330.0,110473.0,109.229,1198433.0,4859.0,44326.0,64.934,24431.0,123057.0,44203.0,7.549
2021-08-08,191465.0,406420.0,97178.0,112.474,1184172.0,4069.0,43105.0,60.791,24940.0,402545.0,57430.0,10.018
2021-08-09,252508.0,341058.0,121767.0,121.86,1218594.0,7090.0,42178.0,55.285,23483.0,305022.0,27651.0,7.302
2021-08-10,260803.0,321061.0,113397.0,117.6,1212166.0,5322.0,38684.0,51.191,21848.0,304179.0,36519.0,6.598
2021-08-11,262290.0,396221.0,99731.0,119.824,1234409.0,4517.0,43492.0,53.151,25352.0,166324.0,42651.0,8.035
2021-08-12,250810.0,338771.0,98097.0,109.761,1195283.0,4722.0,37591.0,46.529,22756.0,260613.0,32170.0,6.865
2021-08-13,260482.0,294295.0,98133.0,109.677,1197050.0,5434.0,31280.0,46.025,22324.0,130237.0,28153.0,6.773
2021-08-14,208910.0,393612.0,81771.0,105.016,1159942.0,4150.0,22429.0,44.56,24094.0,305780.0,33394.0,7.575
2021-08-15,186057.0,442226.0,77118.0,96.101,1125295.0,4046.0,21107.0,41.011,26145.0,236152.0,50865.0,11.441
2021-08-16,263368.0,417099.0,99378.0,104.306,1253968.0,6663.0,31044.0,44.209,28290.0,261694.0,39696.0,12.36
2021-08-17,257594.0,430103.0,98097.0,99.9,1252144.0,5298.0,19925.0,39.422,24490.0,482004.0,29845.0,9.031
2021-08-18,247198.0,498242.0,96506.0,95.466,1201169.0,5395.0,25625.0,39.505,23254.0,288149.0,28101.0,7.631
2021-08-19,253293.0,460364.0,102697.0,92.691,1255453.0,4525.0,25767.0,37.622,21577.0,354542.0,32842.0,7.461
2021-08-20,271677.0,404216.0,113364.0,107.592,1260054.0,6010.0,20393.0,43.702,24279.0,293279.0,29385.0,7.538
2021-08-21,219237.0,541917.0,83918.0,102.617,1186758.0,3394.0,22018.0,39.291,22066.0,364613.0,25846.0,6.844
2021-08-22,190467.0,463883.0,79512.0,96.934,1183893.0,3383.0,21837.0,38.209,21205.0,194460.0,20137.0,6.083
2021-08-23,270539.0,584248.0,139656.0,123.695,1245624.0,6456.0,37143.0,45.26,25674.0,148506.0,23507.0,7.656
2021-08-24,263830.0,1510898.0,119165.0,113.625,1247051.0,7505.0,26620.0,42.067,22986.0,405910.0,24607.0,7.514
2021-08-25,262849.0,773888.0,98782.0,99.196,1184780.0,6256.0,27634.0,35.535,21760.0,232827.0,23153.0,5.742
2021-08-26,258444.0,861119.0,87815.0,97.548,1175063.0,4570.0,22451.0,33.142,20824.0,212152.0,19451.0,5.099
2021-08-27,256667.0,728542.0,97836.0,92.068,1119072.0,5934.0,30536.0,33.552,21465.0,148601.0,20950.0,4.944
2021-08-28,218127.0,783619.0,79411.0,82.745,1131721.0,4073.0,22253.0,32.486,20591.0,168477.0,17750.0,4.73
2021-08-29,191494.0,926621.0,83476.0,84.591,1147150.0,4346.0,25430.0,32.47,18983.0,195712.0,17648.0,4.282
2021-08-30,250820.0,769684.0,100326.0,85.879,1198993.0,5717.0,29169.0,32.337,20438.0,180780.0,24963.0,4.628
2021-08-31,271019.0,673219.0,85170.0,87.466,1206314.0,7968.0,34500.0,39.083,19944.0,91606.0,27305.0,5.008
2021-09-01,280728.0,701408.0,103531.0,86.028,1225104.0,8081.0,39148.0,54.741,20133.0,150005.0,22113.0,5.059
2021-09-02,289751.0,718338.0,124469.0,95.036,1261034.0,9437.0,29021.0,52.383,22753.0,130787.0,29481.0,6.148
2021-09-03,283843.0,530485.0,113030.0,92.314,1198777.0,8081.0,37655.0,57.506,22453.0,212705.0,26489.0,5.669
2021-09-04,227577.0,612182.0,94327.0,84.169,1189085.0,5091.0,31096.0,47.779,20000.0,193813.0,21434.0,5.002
2021-09-05,204902.0,533486.0,91052.0,86.581,1136326.0,4093.0,21893.0,44.494,19782.0,382876.0,21489.0,5.029
2021-09-06,268705.0,685982.0,137763.0,100.07,1206493.0,5922.0,28865.0,44.919,21481.0,214377.0,21482.0,5.281
2021-09-07,276471.0,690193.0,240284.0,172.619,1308071.0,9451.0,27853.0,57.735,23391.0,290157.0,22804.0,6.405
2021-09-08,270341.0,568353.0,154503.0,158.081,1178449.0,7582.0,27909.0,48.146,19868.0,132537.0,18743.0,5.52
2021-09-09,274247.0,650359.0,104725.0,113.683,1219850.0,7063.0,31098.0,40.929,19765.0,146310.0,16652.0,4.544
2021-09-10,261235.0,1756251.0,100785.0,100.146,1244706.0,6410.0,27963.0,37.664,18308.0,96462.0,16354.0,4.042
2021-09-11,218297.0,1159417.0,78525.0,87.076,1249131.0,5985.0,21104.0,33.377,17046.0,77026.0,15802.0,3.487
2021-09-12,192544.0,1062781.0,77722.0,85.051,1211272.0,3433.0,23123.0,33.121,17075.0,80097.0,19100.0,3.714
2021-09-13,255811.0,1758300.0,103761.0,93.527,1267491.0,4930.0,25019.0,32.516,16963.0,158690.0,19997.0,4.396
2021-09-14,267959.0,1932378.0,91267.0,90.85,1231240.0,4355.0,25406.0,32.7,15978.0,77415.0,18794.0,4.424
2021-09-15,268815.0,702497.0,109407.0,89.096,1207590.0,8019.0,27473.0,33.35,18192.0,83486.0,22014.0,4.074
2021-09-16,271087.0,766989.0,90855.0,86.404,1224358.0,4869.0,26187.0,34.463,17644.0,69456.0,21196.0,4.136
2021-09-17,270893.0,612387.0,101046.0,81.131,1187578.0,6689.0,30198.0,31.62,18616.0,200443.0,22508.0,4.085
2021-09-18,227506.0,638205.0,82649.0,78.945,1143196.0,4401.0,26790.0,29.874,16297.0,98527.0,22469.0,3.37
2021-09-19,200356.0,597599.0,74123.0,76.559,1128226.0,3402.0,28850.0,27.546,15474.0,98134.0,20074.0,3.051
2021-09-20,270069.0,926030.0,131996.0,116.613,1174559.0,7451.0,26850.0,38.351,17685.0,104055.0,18288.0,4.516
2021-09-21,244445.0,1953020.0,101636.0,115.326,1193295.0,6913.0,25071.0,41.142,16735.0,81644.0,18883.0,4.395
2021-09-22,275101.0,777182.0,98217.0,101.94,1173778.0,6139.0,19230.0,34.738,16441.0,86462.0,27766.0,4.656
2021-09-23,268524.0,716472.0,117001.0,93.862,1193053.0,5357.0,20047.0,33.311,16765.0,270391.0,22168.0,4.29
2021-09-24,277417.0,659977.0,161656.0,131.823,1152685.0,9428.0,26675.0,36.993,18023.0,107882.0,17012.0,4.546
2021-09-25,212431.0,1044174.0,97401.0,100.438,1121078.0,2788.0,23237.0,30.323,15976.0,89456.0,15960.0,3.477
2021-09-26,195421.0,660507.0,85595.0,85.959,1088537.0,9577.0,20151.0,30.393,17370.0,95151.0,19613.0,3.3
2021-09-27,255718.0,725241.0,103126.0,88.775,1133903.0,4671.0,24254.0,32.386,17611.0,111600.0,29012.0,3.269
2021-09-28,262140.0,568181.0,99868.0,84.784,1108122.0,4111.0,23582.0,30.041,16886.0,95043.0,25274.0,3.109
2021-09-29,241861.0,689433.0,110555.0,84.048,1135869.0,3783.0,31290.0,29.819,16310.0,330917.0,31009.0,3.249
2021-09-30,292903.0,647260.0,109580.0,83.388,1115889.0,3948.0,33421.0,28.726,16802.0,328159.0,22857.0,3.476
2021-10-01,276902.0,739993.0,149724.0,101.095,1206978.0,5115.0,26470.0,32.826,19533.0,253141.0,23085.0,3.803
2021-10-02,259773.0,590829.0,89506.0,86.517,1117899.0,3858.0,25248.0,32.673,20237.0,401439.0,19566.0,3.277
2021-10-03,217962.0,786980.0,97975.0,80.777,1130224.0,3342.0,34828.0,30.887,17622.0,272555.0,20478.0,3.182
2021-10-04,268799.0,664986.0,132624.0,92.321,1121513.0,4969.0,24167.0,31.094,20214.0,320141.0,30104.0,4.611
2021-10-05,312374.0,784081.0,153503.0,106.829,1235674.0,6825.0,26569.0,36.049,25293.0,309747.0,32336.0,6.28
2021-10-06,267618.0,971558.0,195155.0,132.851,1337833.0,6126.0,24948.0,40.97,26315.0,383453.0,33239.0,6.625
2021-10-07,325734.0,752801.0,129606.0,117.954,1344295.0,6370.0,23773.0,38.844,27008.0,359476.0,32285.0,6.093
2021-10-08,279908.0,778394.0,107673.0,103.849,1287034.0,6307.0,25040.0,38.939,22536.0,199640.0,29460.0,5.637
2021-10-09,246039.0,710929.0,92850.0,95.598,1191856.0,2933.0,23473.0,32.831,22336.0,194043.0,27478.0,4.868
2021-10-10,211347.0,731880.0,91018.0,90.847,1137901.0,3515.0,24494.0,30.114,21090.0,198741.0,20765.0,4.332
2021-10-11,280038.0,882761.0,142028.0,116.075,1183486.0,4423.0,28262.0,35.47,22925.0,195655.0,25198.0,4.992
2021-10-12,274021.0,725758.0,114161.0,110.807,1203566.0,4654.0,25610.0,34.453,22371.0,139741.0,27176.0,4.797
2021-10-13,288747.0,631362.0,113945.0,101.051,1189854.0,5932.0,28144.0,31.221,22234.0,204718.0,32101.0,4.502
2021-10-14,282246.0,559810.0,130212.0,109.297,1227097.0,10980.0,25275.0,42.588,24088.0,142750.0,26524.0,5.281
2021-10-15,297605.0,772432.0,232707.0,156.091,1302993.0,8235.0,26085.0,48.19,26067.0,277858.0,23919.0,5.169
2021-10-16,269919.0,667586.0,141705.0,131.638,1181031.0,5791.0,25471.0,45.207,24947.0,127352.0,29835.0,4.699
2021-10-17,215723.0,913733.0,111977.0,109.054,1144184.0,4905.0,26021.0,39.257,22873.0,111944.0,24544.0,4.073
2021-10-18,285220.0,872876.0,140381.0,131.239,1197673.0,6141.0,23548.0,39.772,29532.0,369470.0,39817.0,6.901
2021-10-19,311863.0,2236042.0,176844.0,150.464,1243503.0,5387.0,26728.0,39.601,25241.0,355428.0,28378.0,5.45
2021-10-20,291664.0,1090854.0,290630.0,194.172,1259440.0,6613.0,36241.0,57.299,27109.0,234551.0,28453.0,6.054
2021-10-21,320595.0,882843.0,186417.0,170.529,1277275.0,9520.0,41609.0,64.269,25265.0,388909.0,25190.0,5.642
2021-10-22,287392.0,763353.0,147588.0,146.252,1256044.0,7287.0,34626.0,48.206,24418.0,304399.0,27805.0,4.876
2021-10-23,223796.0,732877.0,114275.0,115.578,1234961.0,4171.0,34507.0,39.946,23111.0,138685.0,27416.0,4.902
2021-10-24,211067.0,798221.0,106803.0,103.186,1261312.0,3114.0,62007.0,39.002,29029.0,246200.0,34624.0,6.868
2021-10-25,284498.0,714894.0,134501.0,117.933,1299495.0,5051.0,48444.0,43.598,28923.0,317136.0,43644.0,7.447
2021-10-26,293879.0,745406.0,125247.0,126.788,1344772.0,5290.0,45625.0,43.874,30603.0,328082.0,36974.0,7.441
2021-10-27,291957.0,595560.0,126449.0,134.236,1370504.0,8293.0,41943.0,45.683,35985.0,305136.0,39275.0,8.996
2021-10-28,295405.0,602662.0,125041.0,125.469,1510502.0,4940.0,38394.0,46.947,54654.0,609398.0,70394.0,15.481
2021-10-29,305562.0,624320.0,112918.0,110.148,1456333.0,8939.0,57240.0,57.895,39470.0,780947.0,35106.0,10.27
2021-10-30,251906.0,779302.0,91063.0,96.272,1378719.0,4169.0,46003.0,45.249,36642.0,424003.0,35691.0,8.162
2021-10-31,217296.0,746570.0,105589.0,98.011,1304184.0,4253.0,39931.0,44.99,31813.0,413336.0,33304.0,7.85
2021-11-01,293134.0,678449.0,112167.0,100.875,1341733.0,6061.0,38367.0,46.258,31590.0,298093.0,26274.0,7.654
2021-11-02,297244.0,741085.0,137644.0,106.291,1395656.0,7100.0,42327.0,54.052,33034.0,381010.0,30855.0,7.294
2021-11-03,288585.0,740620.0,127439.0,103.612,1417221.0,9813.0,47276.0,58.826,32223.0,394608.0,29848.0,6.254
2021-11-04,288998.0,900992.0,119426.0,98.168,1352186.0,6874.0,40981.0,51.286,30196.0,217036.0,32381.0,5.753
2021-11-05,285791.0,932179.0,115671.0,95.561,1339661.0,6574.0,41318.0,44.714,28996.0,216526.0,28151.0,5.39
2021-11-06,236079.0,1122003.0,97179.0,86.722,1255921.0,4498.0,33146.0,42.292,26106.0,200912.0,27424.0,5.168
2021-11-07,225975.0,950014.0,103642.0,87.12,1276998.0,3336.0,37815.0,47.15,26412.0,122650.0,27491.0,5.002
2021-11-08,285671.0,1346936.0,168461.0,128.578,1329018.0,6839.0,44826.0,65.216,31031.0,269471.0,36319.0,7.002
2021-11-09,335259.0,994924.0,189677.0,140.727,1334145.0,6787.0,57500.0,64.155,30768.0,374054.0,30917.0,6.877
2021-11-10,300876.0,1023875.0,154746.0,128.519,1390746.0,6707.0,37508.0,55.952,51925.0,174443.0,25851.0,5.423
2021-11-11,293507.0,855885.0,131369.0,113.538,1347643.0,6559.0,30537.0,49.585,26645.0,292895.0,26940.0,5.363
2021-11-12,281907.0,917811.0,121364.0,111.473,1345131.0,7145.0,33639.0,48.456,25400.0,210864.0,37767.0,4.945
2021-11-13,238481.0,890365.0,120378.0,101.194,1300464.0,4335.0,39261.0,44.997,24048.0,99997.0,32732.0,4.916
2021-11-14,223859.0,872964.0,125767.0,99.486,1275724.0,4400.0,38886.0,42.924,23450.0,156829.0,22070.0,4.756
2021-11-15,288284.0,985657.0,137226.0,107.735,1289636.0,13605.0,35272.0,46.127,24708.0,144546.0,24800.0,4.761
2021-11-16,300953.0,2450460.0,141774.0,135.201,1309749.0,8221.0,34724.0,56.37,24628.0,171802.0,24094.0,5.228
2021-11-17,290241.0,1274281.0,128054.0,122.803,1353219.0,6253.0,44126.0,49.682,23459.0,144773.0,22431.0,4.484
2021-11-18,293723.0,1105959.0,134465.0,127.125,1284250.0,7229.0,39686.0,51.832,22731.0,226628.0,24590.0,4.761
2021-11-19,284582.0,924911.0,150357.0,122.422,1255788.0,6728.0,34106.0,47.792,21480.0,69746.0,24476.0,4.385
2021-11-20,249507.0,823777.0,128237.0,101.813,1160128.0,5237.0,36876.0,42.162,21829.0,160197.0,26180.0,3.854
2021-11-21,222817.0,950976.0,140192.0,95.376,1260939.0,5760.0,39372.0,37.393,21904.0,107154.0,19415.0,3.589
2021-11-22,279024.0,890870.0,132390.0,107.29,1221508.0,6510.0,41180.0,40.062,24934.0,121586.0,23927.0,3.899
2021-11-23,283269.0,879733.0,128649.0,114.046,1264994.0,6278.0,39724.0,44.462,25752.0,147624.0,27349.0,4.659
2021-11-24,298752.0,929537.0,116024.0,116.541,1342491.0,6866.0,34887.0,42.034,26883.0,164869.0,22626.0,4.417
2021-11-25,287366.0,1065622.0,114979.0,103.439,1301465.0,5766.0,38163.0,41.385,25823.0,290022.0,22903.0,4.135
2021-11-26,292513.0,960186.0,146605.0,130.559,1297524.0,8927.0,40065.0,46.917,24528.0,376518.0,18673.0,4.162
2021-11-27,240616.0,658998.0,120878.0,106.646,1213126.0,3865.0,31091.0,40.718,23113.0,354854.0,17189.0,3.718
2021-11-28,213629.0,821283.0,118553.0,100.147,1135653.0,3736.0,33963.0,38.965,20016.0,178024.0,21763.0,3.596
2021-11-29,301154.0,793897.0,142628.0,106.753,1247688.0,6787.0,41575.0,42.098,23474.0,463163.0,27465.0,4.301
2021-11-30,293742.0,831774.0,116550.0,108.296,1280926.0,9924.0,45754.0,48.691,24411.0,248567.0,26001.0,4.636
2021-12-01,288285.0,750398.0,138996.0,98.289,1221643.0,10104.0,44844.0,50.251,25417.0,405825.0,21916.0,4.259
2021-12-02,313106.0,691370.0,121726.0,94.268,1265286.0,7372.0,44400.0,41.611,24495.0,533974.0,21518.0,4.406
2021-12-03,289971.0,674606.0,125774.0,99.258,1211488.0,8855.0,40776.0,42.126,23693.0,178033.0,20331.0,3.932
2021-12-04,253519.0,846227.0,196868.0,222.647,1235697.0,11041.0,38694.0,58.02,27034.0,265789.0,20398.0,6.107
2021-12-05,215047.0,665205.0,124214.0,154.957,1386491.0,5135.0,33185.0,48.269,21870.0,108753.0,19701.0,4.597
2021-12-06,284295.0,935239.0,153780.0,147.834,1244773.0,10618.0,35847.0,46.925,22346.0,119037.0,31457.0,4.422
2021-12-07,288189.0,924654.0,161163.0,128.827,1224771.0,8203.0,45548.0,44.38,23066.0,166979.0,26664.0,4.407
2021-12-08,265942.0,818741.0,152439.0,114.993,1296307.0,6677.0,39969.0,40.574,22376.0,172507.0,22439.0,3.607
2021-12-09,282612.0,543361.0,135187.0,116.485,1251338.0,6739.0,36319.0,41.028,23319.0,431422.0,20438.0,3.582
2021-12-10,271219.0,535331.0,131883.0,113.88,1237735.0,7002.0,39261.0,41.889,24314.0,607262.0,20974.0,3.275
2021-12-11,225582.0,551789.0,127315.0,100.218,1199384.0,4289.0,37783.0,39.777,22646.0,470252.0,18386.0,3.124
2021-12-12,214668.0,520178.0,140184.0,95.487,1181649.0,2557.0,36001.0,34.958,21752.0,536244.0,20113.0,3.384
2021-12-13,278070.0,528045.0,144296.0,115.325,1242978.0,8266.0,37516.0,44.408,24258.0,467168.0,29576.0,3.646
2021-12-14,278127.0,1503280.0,141026.0,128.051,1214900.0,7281.0,38018.0,45.789,35529.0,423848.0,69646.0,14.283
2021-12-15,280962.0,675214.0,146865.0,117.41,1258462.0,5945.0,34965.0,42.244,26320.0,269030.0,31928.0,9.276
2021-12-16,256091.0,656060.0,123918.0,103.867,1155456.0,6849.0,38548.0,39.211,21506.0,467429.0,25120.0,6.609
2021-12-17,263346.0,543050.0,116145.0,104.98,1270355.0,5570.0,30501.0,39.306,20839.0,582999.0,19534.0,5.031
2021-12-18,239042.0,546386.0,116620.0,98.576,1159873.0,4227.0,39046.0,37.215,21300.0,784160.0,18723.0,4.151
2021-12-19,206570.0,543457.0,113612.0,87.429,1137581.0,2946.0,41079.0,36.45,20304.0,498979.0,19534.0,4.087
2021-12-20,266803.0,515763.0,124159.0,105.581,1201239.0,4898.0,36078.0,38.643,19736.0,478885.0,21333.0,3.881
2021-12-21,304552.0,430447.0,137590.0,104.275,1203638.0,5041.0,34822.0,38.448,19171.0,158325.0,20877.0,4.197
2021-12-22,288347.0,541074.0,120983.0,98.103,1233315.0,4993.0,32137.0,35.108,20418.0,750217.0,21867.0,3.785
2021-12-23,291647.0,540632.0,133215.0,100.489,1245242.0,5531.0,31907.0,35.434,20770.0,440983.0,19746.0,4.512
2021-12-24,260414.0,560185.0,122898.0,103.044,1298013.0,4796.0,39638.0,36.168,22970.0,592089.0,22168.0,4.776
2021-12-25,207656.0,589944.0,110526.0,95.131,1299519.0,4288.0,41334.0,34.871,20035.0,937291.0,23774.0,4.945
2021-12-26,198440.0,622169.0,91493.0,91.851,1206942.0,2696.0,42335.0,34.814,20673.0,845009.0,25691.0,4.204
2021-12-27,249400.0,641079.0,105198.0,97.23,1251961.0,5554.0,38999.0,36.567,22116.0,708342.0,20903.0,4.788
2021-12-28,265288.0,603487.0,118350.0,101.378,1241032.0,6265.0,44527.0,35.643,21544.0,1329035.0,21528.0,4.187
2021-12-29,275938.0,602901.0,111906.0,99.935,1252229.0,4969.0,49433.0,38.932,23661.0,1226340.0,21216.0,4.368
2021-12-30,244902.0,606245.0,126646.0,98.683,1255688.0,9949.0,40164.0,37.698,23972.0,829210.0,19382.0,4.205
2021-12-31,269391.0,559359.0,116434.0,91.295,1214151.0,7170.0,32832.0,33.673,23872.0,565023.0,20476.0,3.722
